,school,test,college,subject,style,direction,Remarks,polite,language,math,project
0,(10363)安徽工程大学,统考,(009)计算机与信息学院,(085404)(专业学位)计算机技术,全日制,(03)物联网技术与应用,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)数据结构与程序设计
1,(10363)安徽工程大学,统考,(003)电气工程学院,(085400)(专业学位)电子信息,全日制,(03)人工智能,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(813)信号与系统
2,(10363)安徽工程大学,统考,(009)计算机与信息学院,(085404)(专业学位)计算机技术,全日制,(02)数据分析与知识工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)数据结构与程序设计
3,(10363)安徽工程大学,统考,(009)计算机与信息学院,(085404)(专业学位)计算机技术,全日制,(01)智能系统与应用,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)数据结构与程序设计
4,(10363)安徽工程大学,统考,(003)电气工程学院,(085400)(专业学位)电子信息,全日制,(02)控制工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(811)自动控制原理
5,(10363)安徽工程大学,统考,(003)电气工程学院,(085400)(专业学位)电子信息,全日制,(01)新一代电子信息技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(830)电路
