,school,test,college,subject,style,direction,Remarks,polite,language,math,project
0,(14423)上海科技大学,统考,(003)信息科学与技术学院,(085400)(专业学位)电子信息,全日制,(03)信息与通信工程方向,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(882)信号与系统
1,(14423)上海科技大学,统考,(003)信息科学与技术学院,(085400)(专业学位)电子信息,全日制,(04)生物医学工程方向,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(882)信号与系统
2,(14423)上海科技大学,统考,(003)信息科学与技术学院,(085400)(专业学位)电子信息,全日制,(01)电子科学与技术方向,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(861)电路原理
3,(14423)上海科技大学,统考,(003)信息科学与技术学院,(085400)(专业学位)电子信息,全日制,(02)计算机科学与技术方向,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(991)数据结构与算法
4,(14423)上海科技大学,统考,(003)信息科学与技术学院,(081200)计算机科学与技术,全日制,(02)不区分研究方向（中科院联培研究院所招生）,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(991)数据结构与算法
5,(14423)上海科技大学,统考,(003)信息科学与技术学院,(081200)计算机科学与技术,全日制,(01)不区分研究方向（上科大本部招生）,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(991)数据结构与算法
