,school,test,college,subject,style,direction,Remarks,polite,language,math,project
0,(11048)金陵科技学院,统考,(007)软件工程学院,(085400)(专业学位)电子信息,全日制,(02)软件工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)数据结构
1,(11048)金陵科技学院,统考,(007)软件工程学院,(085400)(专业学位)电子信息,全日制,(01)新一代电子信息技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(811)电路分析
