school,test,college,subject,style,direction,Remarks,polite,language,math,project
(10286)东南大学,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,全日制,(06)海洋信息工程,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(920)专业基础综合(信号与系统、数字电路)
(10286)东南大学,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,全日制,(02)电磁场与微波技术,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(921)电磁场与电磁波
(10288)南京理工大学,统考,(132)微电子学院（集成电路学院）,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(04)天地一体化感知技术,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)电磁场与电磁波
(10288)南京理工大学,统考,(132)微电子学院（集成电路学院）,(085403)(专业学位)集成电路工程,全日制,(01)集成电路设计与EDA,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(818)信号、系统与数字电路
(10288)南京理工大学,统考,(132)微电子学院（集成电路学院）,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(03)毫米波天线与系统集成,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)电磁场与电磁波
(10286)东南大学,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,全日制,(01)电路与系统,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(920)专业基础综合(信号与系统、数字电路)
(10288)南京理工大学,统考,(132)微电子学院（集成电路学院）,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(05)电磁大数据与人工智能,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)电磁场与电磁波
(10288)南京理工大学,统考,(132)微电子学院（集成电路学院）,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(01)射频集成电路技术,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)电磁场与电磁波
(10288)南京理工大学,统考,(127)网络空间安全学院,(085412)(专业学位)网络与信息安全,全日制,(06)区块链技术与隐私保护,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(878)网络空间安全基础
(10288)南京理工大学,统考,(127)网络空间安全学院,(085412)(专业学位)网络与信息安全,全日制,(05)关键信息基础设施与AIoT安全,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(878)网络空间安全基础
(10288)南京理工大学,统考,(132)微电子学院（集成电路学院）,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(02)阵列天线与阵列信号处理,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)电磁场与电磁波
(10288)南京理工大学,统考,(127)网络空间安全学院,(085412)(专业学位)网络与信息安全,全日制,(04)可信计算与网络系统安全,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(878)网络空间安全基础
(10288)南京理工大学,统考,(127)网络空间安全学院,(085412)(专业学位)网络与信息安全,全日制,(03)信息内容与社会公共安全,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(878)网络空间安全基础
(10288)南京理工大学,统考,(127)网络空间安全学院,(085412)(专业学位)网络与信息安全,全日制,(02)软件与智能应用安全,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(878)网络空间安全基础
(10288)南京理工大学,统考,(113)理学院,(085408)(专业学位)光电信息工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(845)普通物理（B）
(10288)南京理工大学,统考,(121)瞬态物理重点实验室,(085406)(专业学位)控制工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(873)自动控制理论
(10288)南京理工大学,统考,(110)自动化学院,(085406)(专业学位)控制工程,非全日制,(F1)不区分研究方向(非全),各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(873)自动控制理论
(10288)南京理工大学,统考,(110)自动化学院,(085406)(专业学位)控制工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(873)自动控制理论
(10288)南京理工大学,统考,(127)网络空间安全学院,(085412)(专业学位)网络与信息安全,全日制,(01)密码学与数据安全,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(878)网络空间安全基础
(10288)南京理工大学,统考,(121)瞬态物理重点实验室,(085407)(专业学位)仪器仪表工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(880)信号与测控系统
(10288)南京理工大学,统考,(113)理学院,(085407)(专业学位)仪器仪表工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(845)普通物理（B）
(10288)南京理工大学,统考,(106)计算机科学与工程学院,(085404)(专业学位)计算机技术,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。计算机学院“085404”和“085405”两个专业，复试阶段统一划线，按综合成绩统一排队择优录取,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10288)南京理工大学,统考,(106)计算机科学与工程学院,(085405)(专业学位)软件工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。计算机学院“085404”和“085405”两个专业，复试阶段统一划线，按综合成绩统一排队择优录取,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10288)南京理工大学,统考,(104)电子工程与光电技术学院,(085408)(专业学位)光电信息工程,非全日制,(F1)不区分研究方向(非全),各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(819)光学工程
(10288)南京理工大学,统考,(104)电子工程与光电技术学院,(085408)(专业学位)光电信息工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(819)光学工程
(10288)南京理工大学,统考,(104)电子工程与光电技术学院,(085409)(专业学位)生物医学工程,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(820)光电基础
(10288)南京理工大学,统考,(104)电子工程与光电技术学院,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,(01)不区分研究方向,各学院各专业用于公开招考的人数将根据国家最终下达的招生计划数、实际录取的推免生数、考生报考情况等进行适当调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(818)信号、系统与数字电路
