school,test,college,subject,style,direction,Remarks,polite,language,math,project
(10359)合肥工业大学,统考,(004)电气与自动化工程学院,(085406)(专业学位)控制工程,全日制,(02)运动控制系统,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(834)自动控制原理
(10359)合肥工业大学,统考,(004)电气与自动化工程学院,(085406)(专业学位)控制工程,全日制,(03)自动检测技术,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(834)自动控制原理
(10359)合肥工业大学,统考,(004)电气与自动化工程学院,(085406)(专业学位)控制工程,全日制,(01)控制理论及其应用,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(834)自动控制原理
(10359)合肥工业大学,统考,(004)电气与自动化工程学院,(085400)(专业学位)电子信息,非全日制,(01)不区分方向,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(834)自动控制原理
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(06)环境检测技术与系统,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085408)(专业学位)光电信息工程,非全日制,(01)不区分方向,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(05)光纤光学与传感技术,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(07)光电信息技术及应用,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(04)机器视觉与光电检测技术,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(03)复杂曲面与大尺寸测量技术,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(01)仪器及装备精度保障技术,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(10359)合肥工业大学,统考,(001)仪器科学与光电工程学院,(085407)(专业学位)仪器仪表工程,全日制,(02)微纳测量技术及系统,推免计划数暂按50%预估（不含非全），统考招生计划后期根据教育部下达计划数及实际接收推免数可能做相应调整。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(854)仪器技术综合
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081203)计算机应用技术,全日制,(02)可视媒体智能处理,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081202)计算机软件与理论,全日制,(01)数据分析及可视化,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081202)计算机软件与理论,全日制,(02)智能计算理论与技术,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081203)计算机应用技术,全日制,(03)物联网传感器技术,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081201)计算机系统结构,全日制,(03)复杂系统模拟,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081203)计算机应用技术,全日制,(01)机器学习与数据挖掘,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081201)计算机系统结构,全日制,(01)计算机网络系统,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(10363)安徽工程大学,统考,(003)电气工程学院,(085400)(专业学位)电子信息,全日制,(02)控制工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(811)自动控制原理
(10364)安徽农业大学,统考,(017)非全日制研究生管理中心,(085404)(专业学位)计算机技术,非全日制,(12)信息与计算机学院培养管理,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)数据结构
(10363)安徽工程大学,统考,(003)电气工程学院,(085400)(专业学位)电子信息,全日制,(01)新一代电子信息技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(830)电路
(11688)山东工商学院,统考,(006)计算机科学与技术学院,(081201)计算机系统结构,全日制,(02)分布式网络与云计算,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(807)数据结构
(10364)安徽农业大学,统考,(018)与中国科学院合肥物质科学研究院联合培养,(085404)(专业学位)计算机技术,全日制,(12)与我校信息与计算机学院联合培养,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)数据结构
(10364)安徽农业大学,统考,(012)信息与计算机学院,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(859)信号与线性系统分析
(10364)安徽农业大学,统考,(012)信息与计算机学院,(085404)(专业学位)计算机技术,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)数据结构
(10373)淮北师范大学,统考,(016)中国科学院合肥物质科学研究院,(085400)(专业学位)电子信息,全日制,(04)人工智能,复试笔试科目：电路原理；该专业硕士研究生由我校物理与电子信息学院与中国科学院合肥物质科学研究院联合培养。不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10364)安徽农业大学,统考,(009)工学院,(085400)(专业学位)电子信息,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(820)电子技术
(10373)淮北师范大学,统考,(016)中国科学院合肥物质科学研究院,(085400)(专业学位)电子信息,全日制,(03)光电信息工程,复试笔试科目：电路原理；该专业硕士研究生由我校物理与电子信息学院与中国科学院合肥物质科学研究院联合培养。不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10373)淮北师范大学,统考,(016)中国科学院合肥物质科学研究院,(085400)(专业学位)电子信息,全日制,(02)通信工程（含宽带网络、移动通信等）,复试笔试科目：电路原理；该专业硕士研究生由我校物理与电子信息学院与中国科学院合肥物质科学研究院联合培养。不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10373)淮北师范大学,统考,(008)计算机科学与技术学院,(085400)(专业学位)电子信息,全日制,(01)计算机技术,复试笔试科目：数据库原理；不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(871)高级语言程序设计
(10373)淮北师范大学,统考,(006)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(03)光电信息工程,复试笔试科目：电路原理；不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10373)淮北师范大学,统考,(016)中国科学院合肥物质科学研究院,(085400)(专业学位)电子信息,全日制,(01)新一代电子信息技术（含量子技术等）,复试笔试科目：电路原理；该专业硕士研究生由我校物理与电子信息学院与中国科学院合肥物质科学研究院联合培养。不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10373)淮北师范大学,统考,(006)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(02)通信工程（含宽带网络、移动通信等）,复试笔试科目：电路原理；不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10373)淮北师范大学,统考,(006)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(01)新一代电子信息技术（含量子技术等）,复试笔试科目：电路原理；不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10373)淮北师范大学,统考,(006)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(04)人工智能,复试笔试科目：电路原理；不招收同等学力考生。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(896)数字信号处理
(10361)安徽理工大学,统考,(018)联合培养（合肥综合性国家科学中心能源研究院）,(085404)(专业学位)计算机技术,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(842)数据结构与C语言
(10361)安徽理工大学,统考,(008)计算机科学与工程学院,(085404)(专业学位)计算机技术,非全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(842)数据结构与C语言
(10361)安徽理工大学,统考,(008)计算机科学与工程学院,(085404)(专业学位)计算机技术,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(842)数据结构与C语言
(10361)安徽理工大学,统考,(018)联合培养（合肥综合性国家科学中心能源研究院）,(085407)(专业学位)仪器仪表工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(808)机械工程测试技术基础
(10361)安徽理工大学,统考,(005)电气与信息工程学院,(085406)(专业学位)控制工程,非全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)电路
(10361)安徽理工大学,统考,(005)电气与信息工程学院,(085406)(专业学位)控制工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(812)电路
(10361)安徽理工大学,统考,(004)机械工程学院,(085407)(专业学位)仪器仪表工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(808)机械工程测试技术基础
(10366)安徽医科大学,统考,(065)生物医学工程学院,(085409)(专业学位)生物医学工程,全日制,(02)生物光电材料不区分研究方向,中国科学院物质科学研究院挂靠1个计划（校外导师-校内导师）：钱俊超-周金华,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(809)生物医学工程综合
(10361)安徽理工大学,统考,(004)机械工程学院,(085407)(专业学位)仪器仪表工程,非全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(808)机械工程测试技术基础
(10370)安徽师范大学,统考,(020)计算机与信息学院,(085400)(专业学位)电子信息,全日制,(04)大数据技术与工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10370)安徽师范大学,统考,(020)计算机与信息学院,(085400)(专业学位)电子信息,全日制,(05)网络与信息安全,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10366)安徽医科大学,统考,(065)生物医学工程学院,(085409)(专业学位)生物医学工程,全日制,(01)生物医学信息及仪器不区分研究方向,中国科学院物质科学研究院挂靠11个计划（校外导师-校内导师）：刘勇-杨润怀、朱灵-杨润怀、宋博-杨润怀、李海-梁振、宋文成-梁振、王贻坤-周金华、陈焱焱-王煜、张龙-张盛昭、李雪玲-程娜、陈学冉-刘涛、杨良保-卜俊杰；人工智能研究院挂靠2个计划（校外导师-校内导师,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(809)生物医学工程综合
(10370)安徽师范大学,统考,(020)计算机与信息学院,(085400)(专业学位)电子信息,全日制,(02)软件工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10370)安徽师范大学,统考,(020)计算机与信息学院,(085400)(专业学位)电子信息,全日制,(03)人工智能,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10366)安徽医科大学,统考,(065)生物医学工程学院,(085409)(专业学位)生物医学工程,非全日制,(01)生物医学信息及仪器不区分研究方向,该方向非全日制招生2人。,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(809)生物医学工程综合
(10370)安徽师范大学,统考,(020)计算机与信息学院,(085400)(专业学位)电子信息,全日制,(01)计算机技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
(10370)安徽师范大学,统考,(010)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(04)控制工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(903)普通物理学
(10370)安徽师范大学,统考,(010)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(03)通信工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(903)普通物理学
(10370)安徽师范大学,统考,(010)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(01)光电信息工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(903)普通物理学
(10371)阜阳师范大学,统考,(007)计算机与信息工程学院,(085411)(专业学位)大数据技术与工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(813)数据结构
(10370)安徽师范大学,统考,(010)物理与电子信息学院,(085400)(专业学位)电子信息,全日制,(02)新一代电子信息技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(903)普通物理学
(10371)阜阳师范大学,统考,(007)计算机与信息工程学院,(085410)(专业学位)人工智能,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(813)数据结构
(10371)阜阳师范大学,统考,(006)物理与电子工程学院,(085406)(专业学位)控制工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)电路原理
(10371)阜阳师范大学,统考,(007)计算机与信息工程学院,(085404)(专业学位)计算机技术,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(813)数据结构
(10371)阜阳师范大学,统考,(006)物理与电子工程学院,(085408)(专业学位)光电信息工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(806)电路原理
(10371)阜阳师范大学,统考,(006)物理与电子工程学院,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(805)信号与系统
(10371)阜阳师范大学,统考,(007)计算机与信息工程学院,(085405)(专业学位)软件工程,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(813)数据结构
(10371)阜阳师范大学,统考,(006)物理与电子工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(805)信号与系统
(10878)安徽建筑大学,统考,(007)数理学院,(085408)(专业学位)光电信息工程,全日制,(03)光电材料与器件,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(916)光学
(10878)安徽建筑大学,统考,(007)数理学院,(085408)(专业学位)光电信息工程,全日制,(02)光电信息检测与处理,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(916)光学
(10878)安徽建筑大学,统考,(007)数理学院,(085408)(专业学位)光电信息工程,全日制,(01)新型显示技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(916)光学
(10878)安徽建筑大学,统考,(012)联合培养（中科院合肥物质科学研究院）,(085400)(专业学位)电子信息,全日制,(01)光学工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(909)数据结构
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085404)(专业学位)计算机技术,全日制,(05)嵌入式系统,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(909)数据结构
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085404)(专业学位)计算机技术,全日制,(04)物联网工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(909)数据结构
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085404)(专业学位)计算机技术,全日制,(02)大数据与云计算,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(909)数据结构
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085404)(专业学位)计算机技术,全日制,(01)虚拟现实工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(909)数据结构
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085404)(专业学位)计算机技术,全日制,(03)智能信息处理,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(909)数据结构
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(06)智能网络与多源信息处理,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(910)电路原理
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(04)编码及加密技术,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(910)电路原理
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(05)智能信息处理与决策,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(910)电路原理
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(02)微电网电能质量分析及负荷预测,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(910)电路原理
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(03)新型探测器信号与信息处理,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(910)电路原理
(10878)安徽建筑大学,统考,(005)电子与信息工程学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(01)健康智能家居,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(910)电路原理
(10445)山东师范大学,统考,(017)信息科学与工程学院,(085405)(专业学位)软件工程,全日制,(02)山东产业技术研究院科教融合专项,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(915)数据结构B
(10445)山东师范大学,统考,(017)信息科学与工程学院,(085405)(专业学位)软件工程,全日制,(01)普通计划,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(915)数据结构B
(10445)山东师范大学,统考,(017)信息科学与工程学院,(085404)(专业学位)计算机技术,全日制,(01)普通计划,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(915)数据结构B
(10445)山东师范大学,统考,(017)信息科学与工程学院,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(850)信号与系统
(10445)山东师范大学,统考,(013)物理与电子科学学院,(085408)(专业学位)光电信息工程,全日制,(02)潍坊先进光电芯片研究院科教融合专项计划,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(823)光学
(10445)山东师范大学,统考,(013)物理与电子科学学院,(085408)(专业学位)光电信息工程,全日制,(01)普通计划,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(823)光学
(10445)山东师范大学,统考,(013)物理与电子科学学院,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(825)信号与线性系统分析
(10441)山东中医药大学,统考,(014)青岛中医药科学院,(085400)(专业学位)电子信息,全日制,(05)医学智能装备研究,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(802)数据结构
(10445)山东师范大学,统考,(017)信息科学与工程学院,(085404)(专业学位)计算机技术,全日制,(02)山东产业技术研究院科教融合专项,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(915)数据结构B
(10441)山东中医药大学,统考,(014)青岛中医药科学院,(085400)(专业学位)电子信息,全日制,(02)医学图像处理与分析,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(802)数据结构
(10441)山东中医药大学,统考,(014)青岛中医药科学院,(085400)(专业学位)电子信息,全日制,(03)中医药智能化研究,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(802)数据结构
(10427)济南大学,统考,(913)网络环境智能计算技术重点实验室,(081200)计算机科学与技术,全日制,(05)网络空间数字安全（与泉城实验室联合招生）,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(847)算法与数据结构
(10441)山东中医药大学,统考,(014)青岛中医药科学院,(085400)(专业学位)电子信息,全日制,(04)医学信息工程,备注：,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(802)数据结构
(10429)青岛理工大学,统考,(005)信息与控制工程学院,(081200)计算机科学与技术,全日制,(03)网络与信息安全,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(813)数据结构
(10427)济南大学,统考,(913)网络环境智能计算技术重点实验室,(081200)计算机科学与技术,全日制,(04)移动计算与嵌入式设计,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(847)算法与数据结构
(10429)青岛理工大学,统考,(005)信息与控制工程学院,(081200)计算机科学与技术,全日制,(02)大数据分析与应用,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(813)数据结构
(10427)济南大学,统考,(913)网络环境智能计算技术重点实验室,(081200)计算机科学与技术,全日制,(03)网络计算与大数据分析,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(847)算法与数据结构
(10426)青岛科技大学,统考,(011)信息学院,(081200)计算机科学与技术,全日制,(05)人工智能与智能信息处理,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(851)数据结构
(10423)中国海洋大学,统考,(002)信息科学与工程学部,(0812Z1)保密科学与技术,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(940)计算机网络与安全
(10422)山东大学,统考,(086)机电与信息工程学院,(081200)计算机科学与技术,全日制,(05)安全与隐私保护,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10423)中国海洋大学,统考,(002)信息科学与工程学部,(0812J1)海洋技术,全日制,(00)不区分研究方向,备注：,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(810)数字电子技术
(10424)山东科技大学,统考,(006)计算机科学与工程学院,(081200)计算机科学与技术,全日制,(02)计算机软件与理论,本专业不招收同等学力考生。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(813)数据结构与操作系统
(10422)山东大学,统考,(086)机电与信息工程学院,(081200)计算机科学与技术,全日制,(03)社会媒体处理与应用,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10424)山东科技大学,统考,(006)计算机科学与工程学院,(081200)计算机科学与技术,全日制,(01)计算机系统结构,本专业不招收同等学力考生。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(813)数据结构与操作系统
(10422)山东大学,统考,(086)机电与信息工程学院,(081200)计算机科学与技术,全日制,(04)图像智能处理与分析,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10424)山东科技大学,统考,(006)计算机科学与工程学院,(081200)计算机科学与技术,全日制,(03)计算机应用技术,本专业不招收同等学力考生。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(813)数据结构与操作系统
(10422)山东大学,统考,(086)机电与信息工程学院,(081200)计算机科学与技术,全日制,(02)数据工程与知识工程,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(10)智能感知与多媒体处理,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(09)自然语言处理与信息检索,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(08)智能计算理论与技术,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(086)机电与信息工程学院,(081200)计算机科学与技术,全日制,(01)大数据管理与分析,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(05)区块链与信息安全,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(07)体系结构与嵌入式系统,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(06)人机融合智能和移动系统,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(04)人机交互与数据可视化,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
(10422)山东大学,统考,(047)计算机科学与技术学院,(081200)计算机科学与技术,全日制,(03)计算机图形与三维视觉,拟招生人数包含专项计划，根据推荐免试接收情况及国家下达计划，有可能进行调整。请登录山东大学研究生招生信息网查询最新招生计划及专业报考条件。,(101)思想政治理论,(201)英语（一）,(301)数学（一）,(408)计算机学科专业基础
