symbol,name,current,chg,first_percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SZ300121,阳谷华泰,9.64,-0.02,46.11,-4.94,2992400,28875174.0,0.77,7.959,2.075,3901991187.0
SZ000526,学大教育,29.19,-0.06,170.0,63.53,5219301,153253549.01,4.43,240.779,0.0,3564820256.0
SH688553,汇宇制药-W,14.3,-0.03,1.9,-6.95,955475,13711854.0,0.33,36.015,1.643,6057480000.0
SZ002664,信质集团,14.13,-0.03,40.62,8.44,2096497,29527825.61,0.53,26.164,0.425,5721335910.0
SH601169,北京银行,4.66,-0.01,81.44,15.84,51840307,240913484.0,0.25,3.957,6.652,98526306708.0
SH600571,信雅达,9.42,-0.02,83.13,2.17,6741829,63439002.0,1.51,,0.0,4397216521.0
SH603059,倍加洁,23.97,-0.05,44.0,26.7,767300,18392213.0,0.77,22.966,0.751,2400065523.0
SH688788,科思科技,37.68,-0.08,107.01,4.41,492724,18585150.0,0.75,,0.0,3984581814.0
SZ002467,二六三,4.76,-0.01,59.58,-1.19,15717330,74569345.38,1.16,413.486,3.361,6609792515.0
SH603159,上海亚虹,14.37,-0.03,44.04,10.98,961880,13739530.0,0.69,73.186,0.696,2011800000.0
SZ000823,超声电子,9.47,-0.02,0.0,3.06,6048201,57345656.47,1.13,14.268,1.056,5085288482.0
SH603080,新疆火炬,14.6,-0.03,43.97,6.45,985000,14367871.0,0.7,24.172,1.438,2065900000.0
SH600698,湖南天雁,4.8,-0.01,143.26,3.23,4946695,23793798.0,0.6,,0.0,5149344154.0
SH600661,昂立教育,9.45,-0.02,-53.94,-12.98,4497900,42608296.0,1.57,41.838,0.0,2707886444.0
SH603290,斯达半导,218.49,-0.48,44.03,-33.23,1595029,349653594.0,0.93,42.768,0.657,37318349818.0
SH603568,伟明环保,18.13,-0.04,44.01,-1.31,3000182,54334807.0,0.18,18.21,0.827,30905193617.0
SH603757,大元泵业,27.0,-0.06,43.98,43.26,2489192,66696128.0,1.5,15.284,2.593,4501382652.0
SH600316,洪都航空,22.84,-0.05,49.53,-9.09,3558082,81343417.0,0.5,128.74,0.258,16378895454.0
SZ000906,浙商中拓,8.89,-0.02,206.74,4.1,5717280,50739840.4,0.84,5.558,5.624,6118391183.0
SZ000856,冀东装备,8.97,-0.02,0.0,8.07,4786201,42818225.93,2.11,131.645,0.0,2036190000.0
SZ301108,洁雅股份,37.12,-0.08,44.37,11.53,771960,28506666.48,2.19,23.049,1.347,3014508444.0
SZ001213,中铁特货,4.6,-0.01,43.94,7.39,14114307,64891677.49,1.35,46.751,0.804,20444444442.0
SZ301399,英特科技,50.13,-0.11,-7.23,13.96,1845964,91042494.27,8.85,42.45,,4411440000.0
SH688313,仕佳光子,13.32,-0.03,269.04,47.55,15474523,205376320.0,4.77,159.761,0.375,6111247009.0
SH603323,苏农银行,4.6,-0.01,44.07,2.1,30559365,140406175.0,1.98,5.348,3.696,8294136292.0
SZ200771,杭汽轮B,8.89,-0.02,3.74,13.71,119460,1058507.09,0.03,33.07,3.195,10449700716.0
SZ300044,赛为智能,4.48,-0.01,29.09,58.3,21493680,95689948.8,3.14,,0.0,3422134141.0
SZ002461,珠江啤酒,9.12,-0.02,177.24,15.42,5053496,46140214.72,0.23,32.875,1.316,20185555738.0
SZ002607,中公教育,4.57,-0.01,43.98,-1.3,71312840,325944230.6,1.52,,0.0,28185015208.0
SZ002370,亚太药业,4.45,-0.01,35.69,-9.55,5780632,25761065.4,1.08,,0.0,2388257413.0
SH689009,九号公司-WD,34.7,-0.08,103.27,13.81,2137321,74413331.0,0.42,57.869,0.0,24860765726.0
SH605066,天正电气,8.86,-0.02,44.01,22.12,3457200,30602753.0,1.51,41.329,2.788,3595901880.0
SZ000785,居然之家,4.4,-0.01,1500.0,13.1,17952472,79163668.14,0.29,17.327,4.545,27664068401.0
SH688686,奥普特,131.7,-0.3,176.21,0.31,618930,82160048.0,1.8,49.19,0.645,16098409423.0
SH601500,通用股份,4.34,-0.01,43.9,18.06,18270060,79534500.0,1.42,331.617,0.691,6862074406.0
SZ300725,药石科技,50.96,-0.12,43.99,-36.57,4712464,244101610.43,2.8,33.788,0.196,10174902920.0
SZ002266,浙富控股,4.29,-0.01,65.29,11.4,20824805,89224645.52,0.43,14.455,1.399,22497582243.0
SZ000837,秦川机床,13.0,-0.03,0.0,35.28,16355363,211116256.44,2.36,48.085,0.0,13128479507.0
SH605056,咸亨国际,13.11,-0.03,44.03,10.26,1256548,16557811.0,0.8,26.622,2.67,5383490400.0
SZ000995,*ST皇台,17.01,-0.04,99.74,2.78,702600,11970794.0,0.4,366.077,0.0,3017710080.0
SH601117,中国化学,8.65,-0.02,5.89,11.37,42459749,368895231.0,0.7,9.524,2.046,52846920586.0
SZ000831,中国稀土,30.56,-0.07,0.0,-6.94,12554753,382551109.69,1.28,112.264,0.131,29975967259.0
SZ002825,纳尔股份,8.82,-0.02,43.95,6.1,2046414,18091833.25,0.8,8.634,2.426,3018280514.0
SZ002342,巨力索具,4.29,-0.01,8.25,4.38,10020075,42872536.75,1.14,649.974,0.0,4118400000.0
SZ002165,红宝丽,4.31,-0.01,297.35,7.49,12448500,53613055.0,1.71,,0.928,3169012997.0
SZ300190,维尔利,4.23,-0.01,12.82,3.22,5029080,21232511.4,0.65,,1.182,3306119385.0
SZ300149,睿智医药,8.15,-0.02,51.46,-21.71,2886546,23581808.44,0.58,11.961,0.0,4073181670.0
SZ000026,飞亚达,12.34,-0.03,302.78,20.66,5842600,72416269.0,1.61,18.075,2.034,5124556311.0
SZ300433,蓝思科技,12.33,-0.03,44.02,19.14,17919945,221621527.37,0.36,20.972,1.622,61323008375.0
SZ002361,神剑股份,4.1,-0.01,66.71,5.31,9921602,40549228.18,1.25,142.057,2.439,3899243373.0
SH600057,厦门象屿,8.3,-0.02,0.0,-12.93,13617406,113490266.0,0.63,6.957,7.349,18826109734.0
SZ300770,新媒股份,41.37,-0.1,43.99,13.51,2124792,87416768.24,0.92,13.849,3.287,9558875500.0
SZ300873,海晨股份,21.2,-0.05,88.77,-20.52,1718306,36508037.18,1.6,14.97,1.651,4888757715.0
SZ000725,京东方A,4.22,-0.01,35.54,26.83,197319322,831225792.08,0.53,47.264,1.445,161145193502.0
SZ002969,嘉美包装,4.17,-0.01,43.87,-0.2,5030200,21011778.0,0.95,114.66,0.264,4011348822.0
SZ300721,怡达股份,16.64,-0.04,43.99,-25.31,2889102,47888642.76,2.1,64.224,0.469,2743049737.0
SZ000708,中信特钢,16.7,-0.04,128.85,1.3,7373739,123702805.3,0.15,12.698,4.192,84287500491.0
SZ301150,中一科技,45.8,-0.11,-24.62,-5.73,324366,14862356.57,0.48,17.101,2.183,6014776142.0
SH600793,宜宾纸业,12.71,-0.03,0.0,-3.64,745040,9461480.0,0.42,70.777,0.0,2248449865.0
SH600710,苏美达,8.19,-0.02,43.01,44.59,7194093,59025418.0,0.55,11.223,3.663,10702277864.0
SH603843,正平股份,4.08,-0.01,43.94,-4.67,6601040,26900555.0,1.18,,0.0,2854462807.0
SH601921,浙版传媒,8.32,-0.02,43.97,16.29,9367500,77835268.0,2.22,12.886,4.207,18488888895.0
SH601608,中信重工,4.13,-0.01,2.57,18.34,16712217,69008308.0,0.39,121.553,0.266,17921801680.0
SZ003002,壶化股份,16.55,-0.04,44.04,-9.29,1426059,23471061.06,1.82,25.68,0.906,3310000000.0
SZ000792,盐湖股份,19.95,-0.05,0.0,-12.08,22952493,458991824.92,0.42,7.583,0.0,108385889606.0
SH688336,三生国健,20.0,-0.05,91.98,57.48,3307323,66031074.0,3.57,149.591,0.0,12335715860.0
SH600684,珠江股份,3.94,-0.01,137.41,3.41,27333491,107990942.0,3.2,,0.0,3362635249.0
SH601077,渝农商行,3.92,-0.01,27.04,19.52,54890902,214923907.0,0.62,4.197,6.913,44519440000.0
SZ300569,天能重工,8.02,-0.02,44.0,0.59,6236633,50042801.62,0.87,31.978,0.835,8201841342.0
SH600016,民生银行,4.01,-0.01,57.29,22.94,71408926,286232942.0,0.2,4.907,5.337,175567498193.0
SZ301228,实朴检测,16.2,-0.04,81.52,5.06,752100,12146791.0,1.37,,0.0,1944000000.0
SH688048,长光华芯,71.83,-0.18,-1.49,-3.14,2865910,206070835.0,3.62,135.993,0.374,12662188306.0
SH600345,长江通信,20.15,-0.05,476.77,30.4,2062143,41318858.0,1.04,20.775,0.397,3989700000.0
SZ000626,远大控股,7.98,-0.02,340.72,-14.74,2525375,20166501.5,0.5,34.101,0.0,4061344903.0
SH600962,国投中鲁,12.1,-0.03,88.54,-8.19,2514900,30390244.0,0.96,33.654,0.0,3172741000.0
SZ000062,深圳华强,11.94,-0.03,91.84,0.17,4388142,52508025.74,0.42,14.555,2.513,12488157305.0
SZ002099,海翔药业,7.89,-0.02,53.98,13.23,3641100,28837224.0,0.23,296.385,0.634,12771663346.0
SH600694,大商股份,19.66,-0.05,1318.0,11.49,2704660,53139462.0,0.92,11.254,2.543,5774508718.0
SZ201872,招港B,8.12,-0.02,,5.64,143600,1164894.0,0.01,5.602,6.17,20292486247.0
SZ300596,利安隆,39.87,-0.1,44.02,-26.28,745257,29659928.71,0.35,18.978,0.863,9154936123.0
SH603220,中贝通信,15.96,-0.04,43.95,57.23,8739000,139078441.0,2.62,44.194,0.877,5368442473.0
SH603610,麒盛科技,11.92,-0.03,44.0,-1.08,1408130,16801329.0,0.39,,0.0,4273191872.0
SH600960,渤海汽车,3.98,-0.01,100.0,16.72,20799924,83041942.0,2.19,,0.0,3783051762.0
SZ301216,万凯新材,16.03,-0.04,-10.85,-15.2,2147459,34449825.62,0.77,9.458,1.248,8256942393.0
SZ300839,博汇股份,11.93,-0.03,43.97,-9.39,2883979,34347383.29,1.2,15.803,0.721,2928342321.0
SH605566,福莱蒽特,23.75,-0.06,24.81,3.97,565900,13461920.0,0.91,82.309,0.147,3166825000.0
SZ002302,西部建设,7.71,-0.02,105.4,7.71,9869070,76276819.58,0.78,21.429,1.232,9732751684.0
SZ300843,胜蓝股份,19.27,-0.05,43.96,10.08,1222700,23301195.0,0.86,52.084,0.259,2882725615.0
SZ300760,迈瑞医疗,295.24,-0.76,44.0,-5.22,8662356,2581128133.33,0.71,35.536,1.524,357961197165.0
SH603606,东方电缆,46.31,-0.12,44.02,-31.37,2810194,129737801.0,0.41,38.848,0.54,31848098692.0
SZ002314,南山控股,3.82,-0.01,90.07,0.0,51333157,196869984.17,3.84,11.519,0.969,10343729200.0
SZ000852,石化机械,7.7,-0.02,0.0,34.85,8051131,61713630.56,0.89,111.568,0.0,7358641205.0
SZ000952,广济药业,7.63,-0.02,150.1,-0.39,6039760,45917234.6,1.76,,0.0,2700821155.0
SZ300183,东软载波,15.37,-0.04,6.73,28.66,2081100,31917874.47,0.62,45.828,0.976,7110302436.0
SH688612,C威迈,49.44,-0.13,4.95,4.55,9582963,471227869.0,30.6,63.906,,20812121100.0
SZ300636,同和药业,11.62,-0.03,44.02,-21.27,3207300,37326537.0,1.11,45.985,0.318,4917479943.0
SZ300098,高新兴,3.65,-0.01,12.36,18.89,26096401,94820832.96,1.72,,0.0,6342905304.0
SZ001296,长江材料,21.98,-0.06,44.01,14.92,1810790,39696005.7,4.81,30.909,0.455,2348765941.0
SH600768,宁波富邦,11.12,-0.03,114.23,21.0,1614600,17903940.0,1.21,8.547,0.0,1487268864.0
SZ000155,川能动力,14.54,-0.04,32.69,-18.5,6302300,91444352.0,0.49,28.363,0.0,21459975934.0
SZ300387,富邦股份,7.4,-0.02,43.99,15.03,5092679,37580324.03,1.77,36.02,0.676,2139021933.0
SZ001339,智微智能,26.18,-0.07,44.01,28.89,2045268,53459276.96,3.31,56.173,0.153,6522930260.0
SH600094,大名城,3.66,-0.01,0.0,16.93,44486110,163684038.0,1.95,25.478,0.0,9059689709.0
SZ001229,魅视科技,29.95,-0.08,43.99,12.9,566247,16881905.9,2.26,34.716,1.336,2995000000.0
SZ002787,华源控股,7.35,-0.02,43.98,21.89,3036214,22235718.48,1.31,240.321,0.0,2322475065.0
SH688679,通源环境,15.0,-0.04,57.84,39.73,414322,6220455.0,0.69,42.704,0.693,1975345125.0
SH600133,东湖高新,7.39,-0.02,0.0,37.27,23811416,176179268.0,2.7,10.696,1.529,6528043303.0
SZ300154,瑞凌股份,7.29,-0.02,3.12,32.7,3985900,28995745.0,1.25,31.256,2.058,3323096928.0
SZ002557,洽洽食品,40.94,-0.11,-4.45,-16.15,2040039,83421253.4,0.4,21.937,2.443,20756674694.0
SZ002448,中原内配,7.31,-0.02,83.49,38.1,9689645,70821445.25,2.04,20.972,1.505,4301274512.0
SZ000703,恒逸石化,7.28,-0.02,0.0,3.56,10588863,77161700.32,0.29,,0.0,26690668608.0
SH601985,中国核电,7.29,-0.02,43.95,24.39,103617469,757682483.0,0.55,15.048,2.332,137659146680.0
SZ000420,吉林化纤,3.71,-0.01,40.2,-16.25,12942634,48003954.8,0.53,,0.0,9122401553.0
SH603866,桃李面包,10.52,-0.03,43.97,-15.6,9555315,100591022.0,0.6,27.106,3.165,16829045511.0
SH603866,桃李面包,10.52,-0.03,43.97,-15.6,9555315,100591022.0,0.6,27.106,3.165,16829045511.0
SH603663,三祥新材,10.85,-0.03,43.94,20.27,4194054,45306537.0,0.99,29.383,0.654,4595984940.0
SH603177,德创环保,14.49,-0.04,43.89,-11.91,1865600,27044005.0,0.91,7769.271,0.0,3025367100.0
SH601698,中国卫通,17.85,-0.05,44.12,56.68,15571030,276908026.0,0.37,80.485,0.246,75405279604.0
SH605268,王力安防,10.75,-0.03,43.99,24.55,4099100,44264613.0,5.51,,1.86,4725458125.0
SZ300115,长盈精密,10.65,-0.03,34.6,3.1,11943924,127066195.78,1.0,81.757,0.0,12790945175.0
SH688698,伟创电气,31.75,-0.09,86.23,54.64,1184655,37732975.0,2.58,37.599,0.784,5743622625.0
SZ300710,万隆光电,24.53,-0.07,44.0,0.62,463265,11371090.6,0.7,,0.0,2440497059.0
SZ000822,山东海化,7.21,-0.02,0.0,-7.34,8612841,62084169.19,0.96,5.74,1.387,6453612786.0
SZ002244,滨江集团,10.77,-0.03,19.65,21.97,50052477,539334762.68,1.87,8.227,2.321,33510250695.0
SZ300247,融捷健康,3.52,-0.01,64.69,-0.85,11569899,40740065.49,1.44,21.387,0.0,2830221902.0
SZ002082,万邦德,7.24,-0.02,64.78,-16.61,3888900,28294971.0,0.63,46.302,1.657,4464828758.0
SZ300293,蓝英装备,10.42,-0.03,29.84,22.01,4460000,46614907.0,1.59,,0.0,3526525065.0
SZ200512,闽灿坤B,3.41,-0.01,-0.21,2.19,76800,260956.0,0.04,6.31,7.889,632185629.0
SZ002812,恩捷股份,96.22,-0.28,44.0,-26.71,5667180,548243921.13,0.76,25.195,0.185,94079297921.0
SH600801,华新水泥,13.88,-0.04,152.63,-2.51,14585755,202976095.0,1.07,12.791,3.674,29100805987.0
SZ002622,皓宸医疗,3.41,-0.01,30.6,-7.84,9509400,32459630.0,1.13,,0.0,2864400000.0
SH603787,新日股份,17.16,-0.05,44.01,-2.47,1036900,17834360.0,0.51,21.652,2.582,3949267436.0
SH688228,开普云,44.89,-0.13,51.97,42.97,771487,34630815.0,1.15,31.087,0.987,3013620122.0
SH600966,博汇纸业,6.81,-0.02,24.73,-23.16,6388168,43517837.0,0.48,,0.264,9103909601.0
SH600867,通化东宝,10.2,-0.03,155.38,13.71,11604341,118086881.0,0.58,20.312,4.902,20334898021.0
SH603567,珍宝岛,13.93,-0.04,43.98,9.45,5485400,76561925.0,0.58,46.604,0.201,13121552837.0
SZ300963,中洲特材,13.67,-0.04,313.11,35.91,4022134,54679642.51,3.87,36.098,0.585,3198780000.0
SZ300083,创世纪,6.87,-0.02,-5.67,-18.89,12166310,83288641.88,0.9,39.856,0.0,11513189726.0
SZ300138,晨光生物,17.12,-0.05,24.23,-2.56,1203933,20654351.02,0.28,19.736,0.935,9121090726.0
SH600872,中炬高新,34.94,-0.1,34.88,-5.23,4130943,144489316.0,0.53,,0.0,27441035693.0
SZ300909,汇创达,24.23,-0.07,204.94,-18.69,1565066,37859224.52,2.58,35.573,0.0,4031657443.0
SH600277,亿利洁能,3.42,-0.01,101.58,-18.18,22668540,77454501.0,0.64,20.127,0.673,12177327903.0
SH600898,ST美讯,3.44,-0.01,-96.61,-34.85,1635896,5623405.0,0.65,,0.0,981710592.0
SZ002759,天际股份,13.52,-0.04,44.01,-15.16,1881356,25442721.12,0.46,43.939,1.997,5523630706.0
SZ200553,安道麦B,3.4,-0.01,0.0,-12.72,143001,484263.38,0.09,27.457,0.912,7921360004.0
SZ002287,奇正藏药,23.91,-0.07,105.0,6.41,1557765,37334744.48,0.29,26.516,1.631,12676875394.0
SH605005,合兴股份,17.0,-0.05,44.04,13.08,1959000,33147568.0,3.82,34.963,0.888,6817000000.0
SZ300824,北鼎股份,10.49,-0.03,43.99,19.48,2478500,25914623.5,0.78,71.127,1.363,3423324244.0
SZ002623,亚玛顿,26.97,-0.08,0.55,-9.85,1138300,30690998.0,0.57,60.873,0.742,5368715625.0
SH900911,金桥B股,0.996,-0.003,19.12,18.02,1466938,1471135.0,0.54,3.91,7.129,1117923241.0
SZ000619,海螺新材,6.75,-0.02,163.1,6.47,5672801,38401526.75,1.58,,0.0,2430000000.0
SZ002696,百洋股份,6.59,-0.02,17.11,-12.48,5925600,39388449.0,1.72,38.47,0.0,2282527307.0
SH600186,莲花健康,3.32,-0.01,0.0,22.51,48470683,161166877.0,2.7,113.44,0.0,5955751788.0
SH603156,养元饮品,26.41,-0.08,44.0,27.08,2099328,55343599.0,0.17,19.855,6.816,33421685976.0
SH605567,春雪食品,13.34,-0.04,43.98,-12.53,2626692,35192809.0,2.13,35.15,1.124,2668000000.0
SZ300016,北陆药业,6.68,-0.02,99.33,3.53,3789196,25273106.9,0.77,,1.048,3286120135.0
SZ301319,唯特偶,53.55,-0.16,14.87,-6.76,551900,29235238.0,3.76,36.078,1.307,3140172000.0
SZ301395,仁信新材,23.03,-0.07,-8.21,-13.68,1393916,31990705.27,4.06,41.179,,3337507600.0
SZ002009,天奇股份,13.17,-0.04,119.74,-6.93,2383810,31296880.5,0.64,,0.076,5013054271.0
SZ300607,拓斯达,13.11,-0.04,44.02,-9.46,3185428,41738713.28,1.12,47.313,0.542,5577238292.0
SH688325,赛微微电,39.94,-0.12,-26.06,-1.96,299363,11969869.0,0.97,87.092,0.0,3328237224.0
SZ002280,联络互动,3.29,-0.01,61.4,18.35,45955900,151794489.0,2.43,,0.0,7162822431.0
SZ300097,智云股份,6.46,-0.02,52.48,22.58,5497600,35415921.0,2.04,,0.0,1864030862.0
SZ300214,日科化学,6.44,-0.02,-5.0,-0.7,1542677,9954165.88,0.38,22.554,0.932,3006208834.0
SH600851,海欣股份,6.36,-0.02,184.14,9.49,2448800,15586217.0,0.33,47.021,0.708,7676880561.0
SH603329,上海雅仕,12.99,-0.04,44.02,-18.09,1088650,14149425.0,0.69,24.725,2.309,2062242973.0
SZ300891,惠云钛业,9.78,-0.03,527.47,1.76,1521224,14817971.76,0.66,,0.204,3912010191.0
SH688262,国芯科技,35.81,-0.11,11.29,20.7,3233194,116313377.0,1.23,241.863,0.503,12032156885.0
SH603078,江化微,16.1,-0.05,44.0,2.36,2326688,37516011.0,0.7,62.353,0.335,6208759693.0
SH600300,维维股份,3.26,-0.01,69.84,-7.89,18011976,58622784.0,1.11,52.19,0.552,5271883507.0
SH688685,迈信林,19.36,-0.06,240.02,-15.15,615606,11949783.0,1.09,56.377,1.55,2165738673.0
SZ002772,众兴菌业,9.74,-0.03,44.0,20.43,7012600,68195784.0,1.81,11.181,3.08,3827168930.0
SH688353,华盛锂电,35.59,-0.11,14.13,-18.81,332026,11854526.0,0.62,47.844,1.939,5676605000.0
SH688468,科美诊断,9.8,-0.03,248.81,6.69,2957455,29134884.0,1.08,26.489,3.541,3929800000.0
SZ003026,中晶科技,39.01,-0.12,43.99,-18.98,751200,29247807.0,1.35,,0.513,3925713459.0
SZ002402,和而泰,16.0,-0.05,34.66,10.44,7280992,116238374.74,0.91,33.293,0.625,14911050960.0
SZ002736,国信证券,9.66,-0.03,44.08,12.1,52033028,504217034.46,0.59,13.099,2.795,92856067782.0
SZ002748,世龙实业,9.53,-0.03,44.02,-5.17,758500,7240985.0,0.32,16.211,0.0,2287200000.0
SZ002185,华天科技,9.56,-0.03,104.93,15.63,16079124,153893206.96,0.5,69.509,0.272,30634873235.0
SH603660,苏州科达,6.43,-0.02,43.96,23.65,6578700,42029256.0,1.33,,0.0,3177806096.0
SH601336,新华保险,45.28,-0.14,13.72,50.53,22991908,1046108953.0,1.1,10.448,2.385,141253070048.0
SH600606,绿地控股,3.23,-0.01,,8.39,105077396,340535835.0,0.75,99.962,0.0,45395125154.0
SZ300228,富瑞特装,6.17,-0.02,20.46,20.74,7181342,44114981.75,1.32,,0.0,3550257173.0
SH600727,鲁北化工,6.15,-0.02,114.97,-6.53,2485429,15309717.0,0.47,,0.0,3250786280.0
SH688147,微导纳米,46.99,-0.15,13.38,87.36,1471090,69452419.0,3.71,423.261,0.0,21354857319.0
SH600328,中盐化工,9.48,-0.03,110.53,-12.54,14208679,134758140.0,0.98,7.908,4.008,13960351455.0
SH688231,隆达股份,25.12,-0.08,-4.38,-28.79,674852,16937440.0,0.57,59.456,1.433,6201051432.0
SH600884,杉杉股份,15.42,-0.05,0.83,-13.56,11703770,180401671.0,0.67,14.21,1.946,34910469180.0
SZ001227,兰州银行,3.1,-0.01,43.98,-14.22,122527316,378481466.05,4.43,9.892,3.871,17656661221.0
SZ300556,丝路视觉,22.14,-0.07,44.04,26.3,2588633,57236751.32,2.55,68.143,0.226,2685761068.0
SH603915,国茂股份,18.94,-0.06,43.96,-8.02,2494266,47149443.0,0.38,29.197,1.056,12542874086.0
SH688558,国盛智科,31.2,-0.1,155.04,-9.73,216919,6781616.0,0.31,22.918,1.603,4118400000.0
SZ300160,秀强股份,6.18,-0.02,-4.06,-0.11,7960593,49126926.99,1.1,25.525,1.618,4776808085.0
SZ300419,浩丰科技,6.27,-0.02,44.01,22.7,7109100,44283265.0,1.93,66.032,0.0,2305816138.0
SZ300467,迅游科技,15.57,-0.05,44.0,30.73,7997000,123761306.07,4.92,298.225,0.0,3163900246.0
SH603986,兆易创新,114.41,-0.37,43.98,12.27,8102854,925374815.0,1.22,50.321,0.542,76314347183.0
SH601111,中国国航,9.32,-0.03,0.0,-12.08,77952905,734898659.0,0.71,,0.0,150991389250.0
SZ300715,凯伦股份,15.3,-0.05,44.0,13.75,4010386,61855229.89,1.44,,0.0,5889117308.0
SH600668,尖峰集团,12.05,-0.04,-86.9,-4.18,3032097,36561381.0,0.88,14.248,1.245,4146210127.0
SZ002074,国轩高科,27.45,-0.09,87.31,-4.79,8896461,244134841.62,0.72,137.557,0.0,48830114221.0
SZ300991,创益通,14.91,-0.05,295.79,10.91,3994100,59567143.0,6.11,,0.134,2147040000.0
SH605339,南侨食品,20.92,-0.07,43.99,-6.66,909454,19014613.0,1.34,61.112,1.434,8953270807.0
SH688006,杭可科技,30.28,-0.1,99.13,-2.34,2356703,71629611.0,0.39,30.104,0.826,18279192763.0
SZ300597,吉大通信,8.96,-0.03,43.94,19.77,4100100,36571815.0,1.62,106.037,0.257,2442227469.0
SH688033,天宜上佳,18.33,-0.06,96.76,-15.61,3557557,65311505.0,0.63,54.185,0.218,10305100265.0
SH600096,云天化,18.4,-0.06,30.76,-7.76,40076322,727988666.0,2.3,5.674,5.435,33751648945.0
SZ002492,恒基达鑫,6.13,-0.02,27.62,-0.13,3691000,22591217.0,0.93,19.192,1.305,2482650000.0
SZ300463,迈克生物,15.16,-0.05,43.99,-10.56,3358110,51080187.11,0.68,19.465,2.302,9285038984.0
SZ002847,盐津铺子,85.14,-0.28,43.98,19.33,1258418,107763002.5,0.73,47.503,1.155,16703828173.0
SZ000997,新大陆,18.23,-0.06,121.91,40.12,8046485,146804725.22,0.78,,0.0,18814507342.0
SZ300174,元力股份,17.8,-0.06,5.54,-10.55,8690517,155828223.03,2.4,29.552,0.281,6468873508.0
SZ300289,利德曼,5.85,-0.02,27.0,1.56,2400300,14053750.0,0.57,,0.0,3182467199.0
SZ002675,东诚药业,14.85,-0.05,10.0,-9.37,4817911,71746069.43,0.65,40.484,1.01,12245246219.0
SZ300536,农尚环境,14.63,-0.05,44.04,0.83,1983175,28939516.5,0.68,178.79,0.0,4290805386.0
SH601825,沪农商行,5.88,-0.02,20.22,6.22,15311458,90034220.0,0.33,4.991,5.816,56709333337.0
SH688119,中钢洛耐,5.84,-0.02,150.59,-5.58,5112469,29884910.0,0.91,29.448,2.055,6570000000.0
SZ000999,华润三九,49.94,-0.17,201.42,8.44,8064427,402208793.68,0.82,17.887,2.002,49349908960.0
SZ300869,康泰医学,23.18,-0.08,1061.42,-28.45,2394086,55576464.86,1.57,31.793,0.539,9313785752.0
SH600512,腾达建设,2.94,-0.01,107.4,14.84,36955512,108725371.0,2.34,14.664,0.0,4700774326.0
SH900940,大名城B,0.295,-0.001,0.0,-5.75,653835,192018.0,0.33,14.716,0.0,730220892.0
SZ002792,通宇通讯,14.83,-0.05,43.98,40.47,6258047,92274404.51,2.59,62.268,0.674,5962504806.0
SH601328,交通银行,5.8,-0.02,71.39,30.77,77585191,450693758.0,0.2,4.609,6.431,430723814541.0
SZ000532,华金资本,11.76,-0.04,54.53,9.79,7103427,83557826.52,2.07,28.165,0.51,4053770078.0
SH688259,创耀科技,61.83,-0.21,32.36,-17.15,554755,34412833.0,0.97,61.328,0.566,4946400000.0
SZ301389,隆扬电子,17.5,-0.06,-6.93,-0.67,1121134,19590752.86,1.58,34.215,4.0,4961250000.0
SZ001215,千味央厨,69.66,-0.24,43.98,6.51,1181744,83907973.09,2.61,58.321,0.244,6035512092.0
SZ002020,京新药业,11.65,-0.04,31.74,-2.51,14233854,166682148.57,2.17,14.835,2.575,10030989481.0
SZ000598,兴蓉环境,5.63,-0.02,22.03,17.57,10276177,57788607.51,0.35,10.225,1.989,16808738387.0
SH688237,超卓航科,47.81,-0.17,68.4,-14.5,557305,26455500.0,1.83,78.169,0.0,4283934251.0
SH688469,中芯集成-U,5.68,-0.02,10.72,-0.18,17007678,96674959.0,1.63,,,39883824000.0
SH603048,浙江黎明,17.16,-0.06,43.98,16.47,2092100,35760358.0,5.55,175.715,1.23,2520460800.0
SH603096,新经典,19.79,-0.07,43.99,3.14,1899046,37590017.0,1.17,23.078,4.042,3215945947.0
SZ300048,合康新能,5.65,-0.02,23.77,16.26,5604280,31582311.4,0.5,375.394,0.0,6286268292.0
SH600235,民丰特纸,5.75,-0.02,121.34,3.43,2070067,11894290.0,0.59,685.649,0.174,2019975000.0
SZ002520,日发精机,5.77,-0.02,31.49,-18.16,8541358,49123151.08,1.37,,0.0,4617414637.0
SH600370,三房巷,2.81,-0.01,48.29,-2.36,7527173,21189485.0,0.65,20.498,5.338,10948726581.0
SH600235,民丰特纸,5.75,-0.02,121.34,3.43,2070067,11894290.0,0.59,685.649,0.174,2019975000.0
SZ300796,贝斯美,11.23,-0.04,44.0,0.56,2211301,24735239.41,0.61,23.652,0.597,4055634453.0
SH605088,冠盛股份,17.28,-0.06,43.99,3.69,1982606,34095851.0,2.52,11.839,2.894,2864937600.0
SZ000665,湖北广电,5.76,-0.02,2198.0,-11.93,13498602,77544421.08,1.19,,0.0,6533403644.0
SH603883,老百姓,28.38,-0.1,44.0,-28.63,3670330,103958621.0,0.63,19.901,1.762,16607807877.0
SZ002017,东信和平,11.39,-0.04,56.28,13.27,7439822,84204125.68,1.29,55.608,0.676,6611119444.0
SZ300741,华宝股份,23.07,-0.08,43.99,2.46,1774241,41214503.89,0.29,23.23,4.335,14208351600.0
